system:time_start,blue,coastal,green,nir,red,sensor,swir22
"Dec 25, 1992","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Jan 10, 1993",238,"10,795",238,238,238,"10,795",238
"Jan 26, 1993",1,"10,795",1,1,1,"10,795",1
"Feb 11, 1993",0,"10,795",0,0,0,"10,795",0
"Feb 27, 1993","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 2, 1993","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 18, 1993",0,"10,795",0,0,0,"10,795",0
"Jun 3, 1993","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jun 19, 1993","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jul 5, 1993","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Aug 6, 1993",0,"10,795",0,0,0,"10,795",0
"Sep 7, 1993","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Sep 23, 1993","10,765","10,795","10,765","10,765","10,765","10,795","10,765"
"Oct 25, 1993","10,593","10,795","10,593","10,593","10,593","10,795","10,593"
"Nov 10, 1993",0,"10,795",0,0,0,"10,795",0
"Nov 26, 1993","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Dec 12, 1993",0,"10,795",0,0,0,"10,795",0
"Dec 28, 1993",0,"10,795",0,0,0,"10,795",0
"Jan 13, 1994","10,785","10,795","10,785","10,785","10,785","10,795","10,785"
"Jan 29, 1994","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Feb 14, 1994","10,790","10,795","10,790","10,790","10,790","10,795","10,790"
"Mar 2, 1994","9,017","10,795","9,017","9,017","9,017","10,795","9,017"
"Apr 3, 1994","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Apr 19, 1994","10,756","10,795","10,756","10,756","10,756","10,795","10,756"
"May 5, 1994",0,"10,795",0,0,0,"10,795",0
"May 21, 1994",0,"10,795",0,0,0,"10,795",0
"Jun 6, 1994","3,113","10,795","3,113","3,113","3,113","10,795","3,113"
"Jun 22, 1994","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jul 8, 1994","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jul 24, 1994","7,856","10,795","7,856","7,856","7,856","10,795","7,856"
"Aug 9, 1994","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Aug 25, 1994",0,"10,795",0,0,0,"10,795",0
"Sep 10, 1994",417,"10,795",417,417,417,"10,795",417
"Sep 26, 1994","10,780","10,795","10,780","10,780","10,780","10,795","10,780"
"Oct 12, 1994",0,"10,795",0,0,0,"10,795",0
"Oct 28, 1994","8,965","10,795","8,965","8,965","8,965","10,795","8,965"
"Nov 13, 1994",27,"10,795",27,27,27,"10,795",27
"Nov 29, 1994","3,016","10,795","3,016","3,016","3,016","10,795","3,016"
"Dec 31, 1994",0,"10,795",0,0,0,"10,795",0
"Jan 16, 1995","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Mar 5, 1995",0,"10,795",0,0,0,"10,795",0
"Mar 21, 1995",0,"10,795",0,0,0,"10,795",0
"Apr 6, 1995",0,"10,795",0,0,0,"10,795",0
"Apr 22, 1995","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 24, 1995","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jun 9, 1995","9,973","10,795","9,973","9,973","9,973","10,795","9,973"
"Jun 25, 1995","10,794","10,795","10,794","10,794","10,794","10,795","10,794"
"Jul 11, 1995","7,278","10,795","7,278","7,278","7,278","10,795","7,278"
"Jul 27, 1995","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Aug 12, 1995","10,794","10,795","10,794","10,794","10,794","10,795","10,794"
"Aug 28, 1995","10,794","10,795","10,794","10,794","10,794","10,795","10,794"
"Sep 13, 1995","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Sep 29, 1995",0,"10,795",0,0,0,"10,795",0
"Oct 15, 1995","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Nov 16, 1995",0,"10,795",0,0,0,"10,795",0
"Dec 2, 1995",0,"10,795",0,0,0,"10,795",0
"Jan 19, 1996",86,"10,795",86,86,86,"10,795",86
"Feb 20, 1996","8,493","10,795","8,493","8,493","8,493","10,795","8,493"
"Mar 23, 1996",278,"10,795",278,278,278,"10,795",278
"Apr 8, 1996","4,224","10,795","4,224","4,224","4,224","10,795","4,224"
"Apr 24, 1996",0,"10,795",0,0,0,"10,795",0
"May 10, 1996","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
