system:time_start,blue,coastal,green,nir,red,sensor,swir22
"Jan 10, 1991","16,694","25,920","16,694","16,694","16,694","25,920","16,694"
"Jan 19, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Feb 4, 1991","25,919","25,920","25,919","25,919","25,919","25,920","25,919"
"Feb 11, 1991","24,462","25,920","24,462","24,462","24,462","25,920","24,462"
"Feb 20, 1991","23,663","25,920","23,663","23,663","23,663","25,920","23,663"
"Feb 27, 1991","17,139","25,920","17,139","17,139","17,139","25,920","17,139"
"Mar 8, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Mar 15, 1991","8,134","25,920","8,134","8,134","8,134","25,920","8,134"
"Mar 24, 1991",0,"25,920",0,0,0,"25,920",0
"Apr 9, 1991","8,528","25,920","8,528","8,528","8,528","25,920","8,528"
"Apr 16, 1991","11,955","25,920","11,955","11,955","11,955","25,920","11,955"
"May 2, 1991","4,745","25,920","4,745","4,745","4,745","25,920","4,745"
"May 11, 1991","7,105","25,920","7,105","7,105","7,105","25,920","7,105"
"May 18, 1991","3,029","25,920","3,029","3,029","3,029","25,920","3,029"
"Jun 12, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jun 19, 1991","1,036","25,920","1,036","1,036","1,036","25,920","1,036"
"Jun 28, 1991","25,909","25,920","25,909","25,909","25,909","25,920","25,909"
"Jul 14, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jul 30, 1991","1,814","25,920","1,814","1,814","1,814","25,920","1,814"
"Aug 6, 1991",484,"25,920",484,484,484,"25,920",484
"Aug 22, 1991","11,856","25,920","11,856","11,856","11,856","25,920","11,856"
"Aug 31, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 7, 1991",0,"25,920",0,0,0,"25,920",0
"Sep 16, 1991","25,582","25,920","25,582","25,582","25,582","25,920","25,582"
"Sep 23, 1991",6,"25,920",6,6,6,"25,920",6
"Oct 9, 1991",0,"25,920",0,0,0,"25,920",0
"Oct 18, 1991","25,641","25,920","25,641","25,641","25,641","25,920","25,641"
"Oct 25, 1991",0,"25,920",0,0,0,"25,920",0
"Nov 3, 1991",0,"25,920",0,0,0,"25,920",0
"Nov 19, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Dec 5, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Dec 21, 1991","1,160","25,920","1,160","1,160","1,160","25,920","1,160"
"Jan 6, 1992",0,"25,920",0,0,0,"25,920",0
"Jan 13, 1992","1,510","25,920","1,510","1,510","1,510","25,920","1,510"
"Jan 22, 1992","6,559","25,920","6,559","6,559","6,559","25,920","6,559"
"Feb 23, 1992",0,"25,920",0,0,0,"25,920",0
"Mar 1, 1992",0,"25,920",0,0,0,"25,920",0
"Mar 10, 1992","20,250","25,920","20,250","20,250","20,250","25,920","20,250"
"Mar 26, 1992","25,265","25,920","25,265","25,265","25,265","25,920","25,265"
"Apr 11, 1992","25,124","25,920","25,124","25,124","25,124","25,920","25,124"
"May 13, 1992","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"May 29, 1992","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jun 14, 1992",0,"25,920",0,0,0,"25,920",0
"Aug 17, 1992","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 2, 1992","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 18, 1992",0,"25,920",0,0,0,"25,920",0
"Sep 25, 1992",0,"25,920",0,0,0,"25,920",0
"Oct 4, 1992",4,"25,920",4,4,4,"25,920",4
"Oct 20, 1992","25,678","25,920","25,678","25,678","25,678","25,920","25,678"
"Nov 5, 1992","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Nov 21, 1992","10,468","25,920","10,468","10,468","10,468","25,920","10,468"
"Nov 28, 1992",0,"25,920",0,0,0,"25,920",0
"Dec 7, 1992","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Dec 23, 1992","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Dec 30, 1992","12,204","25,920","12,204","12,204","12,204","25,920","12,204"
"Jan 8, 1993",925,"25,920",925,925,925,"25,920",925
"Jan 15, 1993","14,229","25,920","14,229","14,229","14,229","25,920","14,229"
"Jan 24, 1993","19,872","25,920","19,872","19,872","19,872","25,920","19,872"
"Jan 31, 1993","14,616","25,920","14,616","14,616","14,616","25,920","14,616"
"Feb 9, 1993",0,"25,920",0,0,0,"25,920",0
"Feb 16, 1993","17,470","25,920","17,470","17,470","17,470","25,920","17,470"
"Feb 25, 1993","25,554","25,920","25,554","25,554","25,554","25,920","25,554"
"Mar 4, 1993","13,622","25,920","13,622","13,622","13,622","25,920","13,622"
"Mar 13, 1993",0,"25,920",0,0,0,"25,920",0
"Mar 20, 1993","12,980","25,920","12,980","12,980","12,980","25,920","12,980"
"Mar 29, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Apr 5, 1993","14,436","25,920","14,436","14,436","14,436","25,920","14,436"
"Apr 14, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Apr 21, 1993","3,102","25,920","3,102","3,102","3,102","25,920","3,102"
"May 7, 1993","3,906","25,920","3,906","3,906","3,906","25,920","3,906"
"May 16, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"May 23, 1993",0,"25,920",0,0,0,"25,920",0
"Jun 1, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jun 8, 1993","7,073","25,920","7,073","7,073","7,073","25,920","7,073"
"Jun 17, 1993",0,"25,920",0,0,0,"25,920",0
