"","secchi.x","CA_insitu","blue_insit","green_insi","red_insitu","nir_insitu","CA","Blue","Green","Red","NIR","local.x","GLORIA_ID","region.x","sensor","Class","region"
"523",NA,NA,0.012078741235641,0.01078781194448,0.002301464170437,0.000186932268923,0.01,0.013097656041748,0.013360261697849,0.007442880913692,0.012694994035725,"Lake Lucerne","GID_7133","Switzerland","ETM+","3","Switzerland"
"524",NA,NA,0.00824505578537,0.007946335244152,0.001875114458303,0.000171121210391,0.01,0.011255039688101,0.011767120717499,0.007000828059255,0.011714599586279,"Lake Lucerne","GID_7134","Switzerland","ETM+","3","Switzerland"
"525",NA,NA,0.004006738363788,0.004543826314084,0.001290846238575,0.000124227666051,0.01,0.005560873711631,0.00704897242954,0.002821021366304,0.005569627233501,"Lake Zurich","GID_7136","Switzerland","ETM+","3","Switzerland"
"526",7.6,NA,0.010328562182653,0.008080496528551,0.001923377289118,0.000189802252606,0.01,0.010883015008624,0.009088543025263,0.004974387746337,0.004746796177716,"Lake Hawea","GID_7138","New Zealand","ETM+","3","New Zealand"
"527",8.7,NA,0.010198515571826,0.007163218407765,0.00160112141219,0.00017365714418,0.01,0.017850818417187,0.013955501185013,0.009211092331443,0.008186930272647,"Lake Hawea","GID_7139","New Zealand","ETM+","1","New Zealand"
"528",0.64,NA,0.014216989579117,0.02538019026761,0.023108705769402,0.004805947669999,0.01,0.018546723405856,0.029479872221554,0.025308819050473,0.014795839284538,"Poyang Lake","GID_7169","China","ETM+","4","China"
"529",0.64,NA,0.014216989579117,0.02538019026761,0.023108705769402,0.004805947669999,0.01,0.018835589627568,0.029567407440255,0.025339456377018,0.015281659748326,"Poyang Lake","GID_7169","China","ETM+","4","China"
"530",0.23,NA,0.01635160932632,0.02878923982833,0.025633519342054,0.013637970294227,0.01,0.017386881758074,0.02961555181054,0.023313016064101,0.018516086079311,"Hou Lake","GID_7200","China","ETM+","5","China"
"531",0.2,NA,0.010467447925957,0.021156875326378,0.015716607187394,0.009854711137523,0.01,0.015434846381052,0.026595586765371,0.019260135438266,0.014104311056804,"Hou Lake","GID_7202","China","ETM+","5","China"
"532",0.24,NA,0.008442996016279,0.016538415036374,0.012217067755068,0.006191943415413,0.01,0.015951304171385,0.027278361471235,0.019837867881689,0.014008022316233,"Hou Lake","GID_7203","China","ETM+","5","China"
"533",0.2,NA,0.011162616697176,0.020590475091894,0.016535503732159,0.007646964552367,0.01,0.017386881758074,0.0280486713958,0.021912452564892,0.015513628077882,"Hou Lake","GID_7204","China","ETM+","5","China"
"534",0.33,NA,0.012726933127716,0.018332271751672,0.01581854184562,0.003225585296358,0.01,0.026324227587399,0.035392876244776,0.030280819472664,0.012852557429386,"Wuhan East Lake","GID_7213","China","ETM+","4","China"
"535",0.34,NA,0.022416261581498,0.034560931850621,0.03227467947433,0.009860286073649,0.01,0.024179614729236,0.033073192949211,0.029274164457608,0.010751712180573,"Wuhan East Lake","GID_7215","China","ETM+","4","China"
"536",0.36,NA,0.021643867710523,0.032678087019107,0.030701194114208,0.009372206288624,0.01,0.023094178017349,0.030753509653647,0.025212530309903,0.010760465702443,"Wuhan East Lake","GID_7216","China","ETM+","4","China"
"537",0.37,NA,0.017583331672802,0.021884411398019,0.018890062157282,0.007393771468576,0.01,0.024153354163626,0.033055685905471,0.030272065950794,0.012843803907516,"Wuhan East Lake","GID_7218","China","ETM+","4","China"
"538",0.4,NA,0.016325200474406,0.022400717507993,0.019968088626575,0.006435437504762,0.01,0.025221283831773,0.034211150792318,0.030263312428924,0.012835050385646,"Wuhan East Lake","GID_7219","China","ETM+","4","China"
"539",0.25,NA,0.019736184401048,0.033663419828459,0.032627150585204,0.012498321481851,0.01,0.023750692157604,0.035979362210069,0.029904418032252,0.012835050385646,"Liangzi Lake","GID_7230","China","ETM+","5","China"
"540",0.25,NA,0.019829726392744,0.03307870464244,0.032446739221725,0.010300393388042,0.01,0.023671910460773,0.035918087556979,0.030849798394218,0.014857113937628,"Liangzi Lake","GID_7232","China","ETM+","4","China"
"541",0.26,NA,0.030859322052675,0.046960702777435,0.045358777138936,0.017740418871678,0.01,0.023768199201344,0.035988115731939,0.029913171554122,0.012843803907516,"Liangzi Lake","GID_7233","China","ETM+","4","China"
"542",0.24,NA,0.019312765644976,0.03340350403055,0.03265593973603,0.011512957671664,0.01,0.02487114295697,0.037178594706267,0.031935235106104,0.012870064473126,"Liangzi Lake","GID_7234","China","ETM+","5","China"
"543",0.28,NA,0.032130542486176,0.046284135796107,0.042496960655757,0.013991032742287,0.01,0.028162467180111,0.040671249932418,0.031033622353489,0.009810708579542,"Liangzi Lake","GID_7236","China","ETM+","4","China"
"544",0.26,NA,0.024414141559476,0.039719576732486,0.037488366555436,0.008947395950132,0.01,0.027120798077574,0.039533292089311,0.033003164774251,0.010856754443014,"Liangzi Lake","GID_7237","China","ETM+","4","China"
"545",0.28,NA,0.020734243350961,0.034314072913309,0.032542133060606,0.008218157640213,0.01,0.027068276946354,0.038386580724334,0.031996509759195,0.012887571516866,"Liangzi Lake","GID_7238","China","ETM+","4","China"
"546",0.24,NA,0.017005976326365,0.028956395645148,0.030924762285663,0.010934159543437,0.01,0.026061621931298,0.037274883446837,0.032994411252381,0.010848000921144,"Liangzi Lake","GID_7239","China","ETM+","7","China"
"547",0.24,NA,0.020688979253824,0.032951179365772,0.031815273351265,0.00833629164249,0.01,0.026096636018778,0.037301144012448,0.030044474382173,0.010856754443014,"Liangzi Lake","GID_7240","China","ETM+","4","China"
"548",0.31,NA,0.028105624810651,0.042597085133425,0.038283958950584,0.010045735062354,0.01,0.025037459872502,0.036189446734951,0.026087882496908,0.008808430325421,"Liangzi Lake","GID_7241","China","ETM+","4","China"
"549",0.35,NA,0.018573190720686,0.02980184646812,0.024598717665562,0.004463944687907,0.01,0.025098734525592,0.035095256501194,0.024127093598016,0.008817183847291,"Liangzi Lake","GID_7242","China","ETM+","4","China"
"550",0.47,NA,0.012640979071409,0.019347303072269,0.014722242883609,0.002614846621314,0.01,0.024109586554276,0.030613453303726,0.021177156727808,0.008834690891031,"Liangzi Lake","GID_7244","China","ETM+","4","China"
"551",0.33,NA,0.010455867298048,0.019790480167943,0.015605327253097,0.005395126595759,0.01,0.01513722663747,0.021894945521152,0.015478613990402,0.011093099533505,"Wuhan East Lake","GID_7245","China","ETM+","5","China"
"552",0.34,NA,0.009671445269136,0.015461453492476,0.012196838371572,0.004700662842039,0.01,0.01517224072495,0.019627783356808,0.014498219540956,0.011110606577245,"Wuhan East Lake","GID_7247","China","ETM+","4","China"
"553",0.31,NA,0.014985424737888,0.021565236905547,0.016899592264335,0.006466265715891,0.01,0.016117621086916,0.020686959503085,0.014436944887866,0.008992254284692,"Wuhan East Lake","GID_7248","China","ETM+","4","China"
"554",0.32,NA,0.012954108120231,0.018611006382242,0.014638044230756,0.006124362935599,0.01,0.015242268899911,0.019299526286681,0.013710402572651,0.008825937369161,"Wuhan East Lake","GID_7250","China","ETM+","4","China"
"555",0.36,NA,0.018793554762365,0.026829765620255,0.021078318648318,0.009715711285661,0.01,0.014909635068849,0.019452712919407,0.013334001132239,0.008922226109732,"Wuhan East Lake","GID_7251","China","ETM+","4","China"
"556",0.41,NA,0.012761081808196,0.019159932512209,0.014965893328099,0.005380273849839,0.01,0.01509345902812,0.019557755181848,0.01343904339468,0.008992254284692,"Wuhan East Lake","GID_7252","China","ETM+","4","China"
"557",1,NA,0.018127677638236,0.0307322011751,0.022288473242183,0.002963101666607,0.01,0.02319922027979,0.02958053772306,0.024547262647778,0.01826223394508,"Lake Erie","GID_7274","United States of America (the)","ETM+","4","US"
"558",0.5,NA,0.028915442905184,0.052810628378866,0.052678412647787,0.00873616583453,0.01,0.021789903258711,0.031506312534472,0.031033622353489,0.016879177489611,"Lake Erie","GID_7276","United States of America (the)","ETM+","4","US"
"559",0.375,NA,0.033959052690316,0.067847919313667,0.075188384899309,0.015853670067726,0.01,0.027287114993105,0.038859270905317,0.041161447157141,0.021999987783593,"Lake Erie","GID_7278","United States of America (the)","ETM+","7","US"
"560",1.75,NA,0.016941205255639,0.026537103069749,0.018106814565784,0.002393434532559,0.01,0.016922945098961,0.020756987678045,0.015496121034142,0.011775874239369,"Lake Erie","GID_7279","United States of America (the)","ETM+","2","US"
"561",3,NA,0.013712055919291,0.018244170134198,0.007965596546604,0.001280023748347,0.01,0.019513987572497,0.020835769374875,0.015574902730973,0.014419437844126,"Lake Erie","GID_7280","United States of America (the)","ETM+","3","US"
"562",1,NA,0.02324005812154,0.042621432957742,0.029035604339241,0.006214404896939,0.01,0.023531854110852,0.029099094020207,0.020328065106412,0.0134915645259,"Lake Erie","GID_7289","United States of America (the)","ETM+","4","US"
"563",2.75,NA,0.015019911850485,0.019361194785261,0.006610604663517,0.000667261399713,0.01,0.009132310634613,0.009788824774867,0.00377515525014,0.001989436788649,"Lake Erie","GID_7290","United States of America (the)","ETM+","3","US"
"564",1.25,NA,0.022483711564788,0.041823635255415,0.026921096751402,0.006806278373678,0.01,0.013684142007041,0.021929959608632,0.012563691207674,0.007994352791506,"Lake Erie","GID_7292","United States of America (the)","ETM+","4","US"
"565",1.5,NA,0.023515738348908,0.041366219460242,0.026928114546621,0.004456789490149,0.01,0.01503218437503,0.021369734208949,0.01344779691655,0.006760106207828,"Lake Erie","GID_7294","United States of America (the)","ETM+","4","US"
"566",1.7,NA,0.00306689980025,0.006056325575881,0.003972795422143,0.001298106771677,0.01,0.005000648311947,0.004869345483897,0.002663457972643,0.004510451087224,"Lake Pangodi","GID_83","Estonia","ETM+","4","Estonia"
"567",NA,NA,0.008499530844652,0.010624996817588,0.003536943419222,0.000557020420018,0.01,0.022498938530186,0.018796198779153,0.0134915645259,0.015469860468532,"Iseo","GID_835","Italy","ETM+","3","Italy"
"568",NA,NA,0.006626457324936,0.007876778782322,0.002432255728066,0.000465848749923,0.01,0.011381965755217,0.012423634857753,0.00550835258041,0.010165226215279,"Iseo","GID_837","Italy","ETM+","3","Italy"
"569",NA,NA,0.00951587834361,0.011359630199898,0.00379186762713,0.00090292944362,0.01,0.014647029412747,0.015784987255854,0.008467042972489,0.012178536245392,"Iseo","GID_838","Italy","ETM+","3","Italy"
"570",NA,NA,0.009937638731132,0.012597580226667,0.004699966522034,0.001943966262586,0.01,0.014331902625425,0.015557395687233,0.006523761117337,0.006269908983105,"Iseo","GID_842","Italy","ETM+","3","Italy"
"571",NA,NA,0.008991329694616,0.012175050439829,0.003714017806527,0.000758627423929,0.01,0.014988416765679,0.017299346539374,0.008011859835246,0.007294071041902,"Iseo","GID_844","Italy","ETM+","3","Italy"
"572",NA,NA,0.009040000546292,0.012192678448556,0.004393893827612,0.001748139342693,0.01,0.017439402889294,0.018769938213543,0.009368655725104,0.008913472587862,"Iseo","GID_845","Italy","ETM+","3","Italy"
"573",NA,NA,0.012247474952175,0.015058959841779,0.006204405603433,0.003835106757732,0.01,0.015286036509261,0.017579459239215,0.007460387957433,0.006304923070585,"Iseo","GID_846","Italy","ETM+","1","Italy"
"574",NA,NA,0.007204410152982,0.012111775283789,0.008777443183698,0.001544179218644,0.01,0.011031824880415,0.015592409774713,0.01028777552146,0.008291972535088,"Mantova","GID_872","Italy","ETM+","4","Italy"
"575",NA,NA,0.004077781641018,0.008936331045316,0.00574329209273,0.000997752911319,0.01,0.008957240197212,0.011985958764251,0.00710149356076,0.006838887904659,"Mantova","GID_874","Italy","ETM+","4","Italy"
"576",NA,NA,0.002957912661553,0.007610096200634,0.005228097004688,0.002482812394064,0.01,0.009788824774867,0.01343904339468,0.009972648734138,0.010769219224313,"Mantova","GID_876","Italy","ETM+","5","Italy"
"577",NA,NA,0.002957912661553,0.007610096200634,0.005228097004688,0.002482812394064,0.01,0.009123557112743,0.012948846169957,0.009552479684376,0.010436585393251,"Mantova","GID_876","Italy","ETM+","5","Italy"
"578",NA,NA,0.002837491517246,0.007343320275246,0.00503621380696,0.002148067579331,0.01,0.008904719065992,0.012432388379623,0.009972648734138,0.013325247610369,"Mantova","GID_877","Italy","ETM+","5","Italy"
"579",NA,NA,0.002837491517246,0.007343320275246,0.00503621380696,0.002148067579331,0.01,0.008108148575817,0.01186340945807,0.009499958553155,0.012975106735567,"Mantova","GID_877","Italy","ETM+","5","Italy"
"580",NA,NA,0.027182869098268,0.035661935528504,0.020609226787302,0.004025767187983,0.01,0.031147418137799,0.035077749457454,0.021124635596587,0.01665158592099,"Garda","GID_881","Italy","ETM+","1","Italy"
"581",NA,NA,0.00808997664145,0.013889856211563,0.010065660545365,0.002643277839686,0.01,0.013824198356962,0.018769938213543,0.011994712286121,0.009403669812585,"Mantova","GID_897","Italy","ETM+","4","Italy"
"582",NA,NA,0.006001475291277,0.01179348782678,0.008286043218015,0.001596601130023,0.01,0.014900881546979,0.017561952195475,0.013071395476137,0.010891768530494,"Mantova","GID_898","Italy","ETM+","4","Italy"
"583",NA,NA,0.008012040432965,0.014321547828235,0.010343842656467,0.002010143119865,0.01,0.015986318258865,0.018752431169803,0.014121818100544,0.010883015008624,"Mantova","GID_899","Italy","ETM+","4","Italy"
"584",NA,NA,0.005883341119755,0.004425339504784,0.001012421150139,0.000357896735922,0.01,0.01026151495585,0.0071190006045,0.000816464858061,0.001726831132547,"Garda","GID_968","Italy","ETM+","1","Italy"
"585",NA,NA,0.003755502398444,0.002783255761377,0.000856691617785,0.000566223659665,0.01,0.007337838651252,0.005525859624151,0.00217326074792,0.001709324088807,"Garda","GID_969","Italy","ETM+","1","Italy"
"586",NA,NA,0.004431010216966,0.003126500634186,0.000958015339796,0.000300119282977,0.01,0.007390359782472,0.005569627233501,0.000825218379931,0.001735584654417,"Garda","GID_970","Italy","ETM+","1","Italy"
"587",NA,NA,0.004272265255535,0.003008692947831,0.000963912386499,0.000294731721923,0.01,0.007889310529065,0.005928521630173,0.001114084601643,0.001928162135558,"Garda","GID_973","Italy","ETM+","1","Italy"
"588",NA,NA,0.004339282312109,0.003051864260631,0.000989119757362,0.00029737378993,0.01,0.006348690679936,0.005832232889603,0.001035302904813,0.001858133960598,"Garda","GID_974","Italy","ETM+","1","Italy"
"589",NA,NA,0.003479253707607,0.002619134070169,0.000795606765176,0.000269367822644,0.01,0.007609197829224,0.004169063734292,0.000965274729852,0.001831873394988,"Garda","GID_975","Italy","ETM+","1","Italy"
"590",NA,NA,0.003438306611943,0.002577036051357,0.000843646882016,0.000308445503563,0.01,0.007600444307353,0.004169063734292,0.002339577663451,0.001823119873118,"Garda","GID_976","Italy","ETM+","1","Italy"
"591",NA,NA,0.005037805087153,0.003808904063986,0.000991767935943,0.000365837842356,0.01,0.008834690891031,0.005552120189761,0.00219076779166,0.001718077610677,"Garda","GID_978","Italy","ETM+","1","Italy"
"592",NA,NA,0.00552593664139,0.004231426597214,0.001103345742845,0.00028504081177,0.01,0.007381606260602,0.005552120189761,0.00219952131353,0.000492584548869,"Garda","GID_979","Italy","ETM+","1","Italy"
"593",NA,NA,0.004865777230998,0.003808640996956,0.001155443289574,0.000324276858247,0.01,0.009079789503393,0.007425373869952,0.003932718643801,0.004641753915275,"Garda","GID_991","Italy","ETM+","1","Italy"
"594",NA,NA,0.011067651710002,0.010940630471893,0.005080903240076,0.0010780066569,0.01,0.013780430747612,0.015023430853159,0.009561233206246,0.014104311056804,"Garda","GID_993","Italy","ETM+","1","Italy"
"595",NA,NA,0.012785267343715,0.012971168424753,0.005524681092264,0.003340652222695,0.01,0.009946388168528,0.007215289345071,0.00376640172827,0.004519204609094,"Garda","GID_995","Italy","ETM+","1","Italy"
"596",NA,NA,0.020331931255119,0.022702928271982,0.012564441375213,0.001885288150117,0.01,0.027392157255546,0.032460446418308,0.016222663349357,0.006156113198795,"Garda","GID_997","Italy","ETM+","1","Italy"
"597",0.38,NA,0.017427799843402,0.028497011935809,0.031625320398039,0.01090231251879,0.01,0.023553737915527,0.034193643748578,0.03282809433685,0.024547262647778,"BaixoAmazonas","Geoma_09_2009_P27","AMZ","ETM+","7","Brazil"
"598",0.48,NA,0.01538475484675,0.024059061210896,0.021017064487795,0.005458204081969,0.01,0.028232495355071,0.040671249932418,0.044268947421011,0.025921565581377,"BaixoAmazonas","Geoma_09_2009_P31","AMZ","ETM+","4","Brazil"
"599",0.3,NA,0.01473736803842,0.025020721922042,0.022021542698613,0.011513953869527,0.01,0.023969530204355,0.033939791614347,0.030665974434946,0.023348030151581,"BaixoAmazonas","Geoma_09_2009_P32","AMZ","ETM+","5","Brazil"
"600",0.3,NA,0.01473736803842,0.025020721922042,0.022021542698613,0.011513953869527,0.01,0.023365537195321,0.033931038092477,0.030657220913076,0.023356783673451,"BaixoAmazonas","Geoma_09_2009_P32","AMZ","ETM+","5","Brazil"
"601",3.4,NA,0.006297011078745,0.008894902051795,0.004480001547749,0.000696600043945,0.01,0.005858493455213,0.008029366878986,0.004641753915275,0.004142803168682,"NovAv","NovaAv_04_2014_Ponto_14","SP","ETM+","3","Brazil"
"602",4.8,NA,0.005241727640334,0.006690070709599,0.003452670564025,0.000949383754883,0.01,0.006541268161077,0.008764662716071,0.005298268055529,0.004151556690552,"NovAv","NovaAv_04_2014_Ponto_15","SP","ETM+","3","Brazil"
"603",3.66,NA,0.005245498559788,0.00681933324311,0.003345397822688,0.000716366455098,0.01,0.006532514639207,0.008764662716071,0.005298268055529,0.004151556690552,"NovAv","NovaAv_04_2014_Ponto_16","SP","ETM+","3","Brazil"
"604",0.6,NA,0.010083392560621,0.018858828186776,0.022695032886391,0.006242625771739,0.01,0.013920487097533,0.022472677964576,0.025256297919253,0.010812986833663,"Pacoval","Pacoval_08_2017_Ponto_01","AMZ","ETM+","7","Brazil"
"605",1.9,NA,0.006960843488022,0.011567853966778,0.007189465577282,0.001232634827855,0.01,0.015951304171385,0.021387241252689,0.017386881758074,0.014506973062826,"Tapajos","Tapajos_08_2017_Ponto_Fe12","AMZ","ETM+","2","Brazil"
"606",3.26,NA,0.009637598911345,0.013551961243662,0.005369022518236,0.000483643403204,0.01,0.012379867248403,0.016030085868216,0.007687979526054,0.005096937052518,"TresMarias","TresMarias_06_2013_Ponto_01","MG","ETM+","3","Brazil"
"607",4.62,NA,0.006105675009985,0.007825613724319,0.00278261965819,0.000367871662018,0.01,0.010095198040319,0.010918029096104,0.006147359676924,0.005079430008778,"TresMarias","TresMarias_06_2013_Ponto_02","MG","ETM+","3","Brazil"
"608",NA,0.003316101901188,0.00462259954551,0.010173196955252,0.005497702665317,0.000918611956119,0.009114803590873,0.009097296547133,0.012870064473126,0.007679226004184,0.010401571305771,"AC_Claudia","AGID_145","Italy","OLI","4","Italy"
"609",NA,0.003741222907156,0.005006100400819,0.010646288467935,0.005737471785434,0.000951032947491,0.010392817783901,0.0103052825652,0.014165585709894,0.008362000710048,0.011189388274076,"AC_Claudia","AGID_146","Italy","OLI","4","Italy"
"610",NA,0.005067694569762,0.006226092497809,0.012021974328177,0.006537310083093,0.001236908440356,0.010392817783901,0.0103052825652,0.014165585709894,0.008362000710048,0.011189388274076,"AC_Claudia","AGID_147","Italy","OLI","4","Italy"
"611",NA,0.004134935807285,0.005425601958651,0.011324904780283,0.006110924073432,0.001057273718436,0.010392817783901,0.0103052825652,0.014165585709894,0.008362000710048,0.011189388274076,"AC_Claudia","AGID_148","Italy","OLI","4","Italy"
"612",NA,0.004131134820797,0.00515216440154,0.010878100499545,0.005687489603744,0.000974783128111,0.010392817783901,0.0103052825652,0.014165585709894,0.008362000710048,0.011189388274076,"AC_Claudia","AGID_149","Italy","OLI","4","Italy"
"613",NA,0.002953021209874,0.004180371124438,0.010026238054495,0.005159290596592,0.000690326531169,0.010392817783901,0.0103052825652,0.014165585709894,0.008362000710048,0.011189388274076,"AC_Claudia","AGID_150","Italy","OLI","5","Italy"
"614",NA,0.003915490812915,0.00482598595959,0.009820666054554,0.005211627927836,0.000946907011218,0.010392817783901,0.0103052825652,0.014165585709894,0.008362000710048,0.011189388274076,"AC_Claudia","AGID_151","Italy","OLI","4","Italy"
"615",NA,0.003676889272631,0.004660215034164,0.009840686140311,0.005183360637966,0.000860875098488,0.010392817783901,0.0103052825652,0.014165585709894,0.008362000710048,0.011189388274076,"AC_Claudia","AGID_152","Italy","OLI","4","Italy"
"616",NA,0.006439141646489,0.008372398082793,0.015037284904926,0.008095352833182,0.001003561339281,0.004974387746337,0.006226141373755,0.012458648945234,0.006751352685958,0.00864211340989,"AC_Claudia","AGID_153","Italy","OLI","2","Italy"
"617",NA,0.005674956159794,0.007617132373112,0.01407344765833,0.007518963142268,0.000863378776893,0.004974387746337,0.006226141373755,0.012458648945234,0.006751352685958,0.00864211340989,"AC_Claudia","AGID_154","Italy","OLI","2","Italy"
"618",NA,0.006668183338695,0.00815777572999,0.013821358550652,0.0073794510141,0.001024636132214,0.004974387746337,0.006226141373755,0.012458648945234,0.006751352685958,0.00864211340989,"AC_Claudia","AGID_155","Italy","OLI","2","Italy"
"619",NA,0.005412340865217,0.007716499520688,0.01483588155719,0.007960379344978,0.000774330328608,0.004974387746337,0.006226141373755,0.012458648945234,0.006751352685958,0.00864211340989,"AC_Claudia","AGID_156","Italy","OLI","2","Italy"
"620",NA,0.011434933028017,0.013704550822426,0.019394611865529,0.012126079045657,0.001895278346998,0.002969831238095,0.005534613146021,0.011478254495787,0.006129852633184,0.008502057059969,"AC_Claudia","AGID_157","Italy","OLI","2","Italy"
"621",NA,0.011179792338407,0.013614543017865,0.019106772667467,0.012842684280517,0.005106984868959,0.002969831238095,0.005534613146021,0.011478254495787,0.006129852633184,0.008502057059969,"AC_Claudia","AGID_158","Italy","OLI","4","Italy"
"622",NA,0.011327944898914,0.012670248164383,0.015712758878868,0.010861618818197,0.004977594089895,0.002969831238095,0.005534613146021,0.011478254495787,0.006129852633184,0.008502057059969,"AC_Claudia","AGID_159","Italy","OLI","1","Italy"
"623",NA,0.012843049458799,0.015342154009555,0.021415156254457,0.013884456885748,0.00331965301206,0.002969831238095,0.005534613146021,0.011478254495787,0.006129852633184,0.008502057059969,"AC_Claudia","AGID_160","Italy","OLI","4","Italy"
"624",NA,0.009494494079496,0.01350380402847,0.021228975693567,0.014609290989237,0.001856235817087,0.005175718749348,0.008020613357116,0.014524480106566,0.008904719065992,0.001919408613688,"AC_Claudia","AGID_165","Italy","OLI","4","Italy"
"625",NA,0.008423098033948,0.011552550086946,0.01767328155426,0.011841541459974,0.001617892083988,0.005175718749348,0.008020613357116,0.014524480106566,0.008904719065992,0.001919408613688,"AC_Claudia","AGID_166","Italy","OLI","4","Italy"
"626",NA,0.004708797677816,0.007196648075481,0.012518039958291,0.008073488188838,0.001093210411552,0.005700930061552,0.007206535823201,0.011802134804979,0.007145261170111,0.002602183319552,"AC_Claudia","AGID_167","Italy","OLI","4","Italy"
"627",NA,0.004469510777652,0.006784337305117,0.011755640997565,0.007491670959876,0.000824734878382,0.005700930061552,0.007206535823201,0.011802134804979,0.007145261170111,0.002602183319552,"AC_Claudia","AGID_168","Italy","OLI","4","Italy"
"628",NA,0.003930608953883,0.005857937550139,0.012302420472192,0.00671096988382,0.001063184129691,0.00537704975236,0.006199880808145,0.011031824880415,0.005849739933343,0.002803514322564,"AC_Claudia","AGID_169","Italy","OLI","4","Italy"
"629",NA,0.003930608953883,0.005857937550139,0.012302420472192,0.00671096988382,0.001063184129691,0.004037760906241,0.004247845431123,0.009534972640635,0.003354986200377,0.000431309895779,"AC_Claudia","AGID_169","Italy","OLI","4","Italy"
"630",NA,0.003328739543151,0.005170527006897,0.011217016516567,0.00608493438412,0.000798466188169,0.00537704975236,0.006199880808145,0.011031824880415,0.005849739933343,0.002803514322564,"AC_Claudia","AGID_170","Italy","OLI","4","Italy"
"631",NA,0.003328739543151,0.005170527006897,0.011217016516567,0.00608493438412,0.000798466188169,0.004037760906241,0.004247845431123,0.009534972640635,0.003354986200377,0.000431309895779,"AC_Claudia","AGID_170","Italy","OLI","4","Italy"
"632",NA,0.003425745723877,0.004734810957292,0.010027713537539,0.005265591735714,0.000764139966422,0.001402950823355,0.002856035453784,0.008178176750777,0.003906458078191,0.001709324088807,"AC_Claudia","AGID_171","Italy","OLI","4","Italy"
"633",NA,0.002623581348745,0.003976299159707,0.009155224219361,0.004774186296511,0.000578705033269,0.001402950823355,0.002856035453784,0.008178176750777,0.003906458078191,0.001709324088807,"AC_Claudia","AGID_172","Italy","OLI","4","Italy"
"634",NA,0.004416847505313,0.006624750952861,0.01251917554047,0.00684875602143,0.000645550726112,0.003670112987699,0.005534613146021,0.010900522052364,0.005587134277241,0.002068218485479,"AC_Claudia","AGID_173","Italy","OLI","2","Italy"
"635",NA,0.004147866921792,0.006410162764059,0.01234949438671,0.006724788800606,0.00061085853258,0.003670112987699,0.005534613146021,0.010900522052364,0.005587134277241,0.002068218485479,"AC_Claudia","AGID_174","Italy","OLI","2","Italy"
"636",NA,0.004772692044154,0.006529037050528,0.009041148698221,0.002979952076982,0.000436488837984,9.8676064717e-05,0.003407507331597,0.007705486569794,0.001166605732864,0.001569267738886,"AC_Claudia","AGID_186","Italy","OLI","3","Italy"
"637",NA,0.005180513772265,0.006846164195539,0.009100056343512,0.003135053196639,0.000643181136304,9.8676064717e-05,0.003407507331597,0.007705486569794,0.001166605732864,0.001569267738886,"AC_Claudia","AGID_187","Italy","OLI","3","Italy"
"638",NA,0.004736043374067,0.006804776898367,0.009833630837769,0.003167503797296,0.000264163976687,9.8676064717e-05,0.003407507331597,0.007705486569794,0.001166605732864,0.001569267738886,"AC_Claudia","AGID_188","Italy","OLI","3","Italy"
"639",NA,0.004969496229991,0.006627073013788,0.008885869404721,0.003157469206007,0.0006823434507,9.8676064717e-05,0.003407507331597,0.007705486569794,0.001166605732864,0.001569267738886,"AC_Claudia","AGID_189","Italy","OLI","3","Italy"
"640",NA,0.018901870558807,0.025224802600976,0.042062637302039,0.044106376385565,0.010576890962622,0.01833226212004,0.023094178017349,0.038088960980752,0.044619088295813,0.027707284042868,"SeaSWIR","AGID_1911","France","OLI","7","France"
"641",NA,0.018901870558807,0.025224802600976,0.042062637302039,0.044106376385565,0.010576890962622,0.015820001343334,0.021466022949519,0.037607517277899,0.044260193899141,0.027269607949365,"SeaSWIR","AGID_1911","France","OLI","7","France"
"642",NA,0.017739508900211,0.02396836589347,0.040055021423182,0.038479607106412,0.006428146258142,0.01833226212004,0.023094178017349,0.038088960980752,0.044619088295813,0.027707284042868,"SeaSWIR","AGID_1912","France","OLI","4","France"
"643",NA,0.017739508900211,0.02396836589347,0.040055021423182,0.038479607106412,0.006428146258142,0.015820001343334,0.021466022949519,0.037607517277899,0.044260193899141,0.027269607949365,"SeaSWIR","AGID_1912","France","OLI","4","France"
"644",NA,0.017631733064079,0.023570064068927,0.03910532826252,0.038483930804157,0.007719061699876,0.01833226212004,0.023094178017349,0.038088960980752,0.044619088295813,0.027707284042868,"SeaSWIR","AGID_1913","France","OLI","7","France"
"645",NA,0.017631733064079,0.023570064068927,0.03910532826252,0.038483930804157,0.007719061699876,0.015820001343334,0.021466022949519,0.037607517277899,0.044260193899141,0.027269607949365,"SeaSWIR","AGID_1913","France","OLI","7","France"
"646",NA,0.02349321431045,0.030665720532726,0.049058699356597,0.053053112016876,0.018492436907022,0.01833226212004,0.023094178017349,0.038088960980752,0.044619088295813,0.027707284042868,"SeaSWIR","AGID_1914","France","OLI","7","France"
"647",NA,0.02349321431045,0.030665720532726,0.049058699356597,0.053053112016876,0.018492436907022,0.015820001343334,0.021466022949519,0.037607517277899,0.044260193899141,0.027269607949365,"SeaSWIR","AGID_1914","France","OLI","7","France"
"648",NA,0.018403025797572,0.024891751675416,0.042270054005361,0.045182261479779,0.012350264350717,0.01833226212004,0.023094178017349,0.038088960980752,0.044619088295813,0.027707284042868,"SeaSWIR","AGID_1915","France","OLI","7","France"
